date,country_code,country_name,GDP_usd,CPI_index,FX_local_per_USD,Exports_usd,Imports_usd,Trade_balance_usd,Interest_rate_percent,WTI_usd_per_barrel
2009-09-01,PHL,Philippines,197570847394.55334,98.78284923928076,45.966338937896104,63393524675.4531,64148654134.9786,-755129459.5254974,7.970500000000003,69.40809523809523
2009-10-01,PHL,Philippines,200270358833.70102,99.08713692946057,45.75217024844448,64670373209.5865,65421449264.4153,-751076054.8287964,7.89604166666667,75.71545454545455
2009-11-01,PHL,Philippines,202969870272.8487,99.39142461964039,45.53800155899285,65947221743.7199,66694244393.852005,-747022650.132103,7.821583333333336,77.99
2009-12-01,PHL,Philippines,205669381711.99634,99.6957123098202,45.32383286954123,67224070277.8533,67967039523.288704,-742969245.4354019,7.747125000000003,74.47
2010-01-01,PHL,Philippines,208368893151.144,100.0,45.1096641800896,68500918811.9867,69239834652.7254,-738915840.7387009,7.67266666666667,78.32578947368421
2010-02-01,PHL,Philippines,210522879579.492,100.39320142059867,44.959953575394536,68473324232.29168,69655201516.34224,-1181877284.05056,7.588548611111114,76.38736842105263
2010-03-01,PHL,Philippines,212676866007.84003,100.78640284119733,44.81024297069947,68445729652.59665,70070568379.95909,-1624838727.362442,7.504430555555558,81.20347826086957
2010-04-01,PHL,Philippines,214830852436.18802,101.179604261796,44.660532366004404,68418135072.90163,70485935243.57593,-2067800170.6743011,7.420312500000002,84.29285714285714
2010-05-01,PHL,Philippines,216984838864.536,101.57280568239467,44.51082176130934,68390540493.206604,70901302107.19276,-2510761613.9861603,7.3361944444444465,73.7435
2010-06-01,PHL,Philippines,219138825292.884,101.96600710299333,44.36111115661427,68362945913.51157,71316668970.80962,-2953723057.2980423,7.252076388888891,75.3359090909091
2010-07-01,PHL,Philippines,221292811721.232,102.359208523592,44.2114005519192,68335351333.81655,71732035834.42645,-3396684500.6099014,7.167958333333335,76.31952380952382
2010-08-01,PHL,Philippines,223446798149.58002,102.75240994419067,44.06168994722413,68307756754.12153,72147402698.04329,-3839645943.9217606,7.083840277777779,76.59909090909092
2010-09-01,PHL,Philippines,225600784577.928,103.14561136478933,43.911979342529065,68280162174.4265,72562769561.66014,-4282607387.2336426,6.999722222222223,75.24190476190476
2010-10-01,PHL,Philippines,227754771006.276,103.538812785388,43.762268737834,68252567594.731476,72978136425.27698,-4725568830.545502,6.915604166666667,81.89285714285714
2010-11-01,PHL,Philippines,229908757434.62402,103.93201420598668,43.61255813313893,68224973015.03645,73393503288.89381,-5168530273.857361,6.831486111111111,84.25285714285714
2010-12-01,PHL,Philippines,232062743862.97202,104.32521562658533,43.46284752844387,68197378435.34142,73808870152.51067,-5611491717.169243,6.7473680555555555,89.14590909090909
2011-01-01,PHL,Philippines,234216730291.32,104.718417047184,43.3131369237488,68169783855.6464,74224237016.1275,-6054453160.481102,6.66325,89.1705
2011-02-01,PHL,Philippines,236525381180.59583,104.9825661048881,43.222775074681685,68484127570.572044,74668732707.22829,-6184605136.656242,6.581270833333333,88.57842105263158
2011-03-01,PHL,Philippines,238834032069.87167,105.24671516259217,43.13241322561457,68798471285.49768,75113228398.32907,-6314757112.83139,6.499291666666666,102.85652173913043
2011-04-01,PHL,Philippines,241142682959.14752,105.51086422029626,43.04205137654745,69112815000.42332,75557724089.42986,-6444909089.006531,6.4173124999999995,109.5325
2011-05-01,PHL,Philippines,243451333848.42334,105.77501327800033,42.95168952748033,69427158715.34897,76002219780.53064,-6575061065.181671,6.335333333333333,100.90047619047618
2011-06-01,PHL,Philippines,245759984737.69916,106.03916233570442,42.86132767841322,69741502430.27461,76446715471.63142,-6705213041.356812,6.253354166666666,96.26409090909091
2011-07-01,PHL,Philippines,248068635626.975,106.3033113934085,42.770965829346096,70055846145.20026,76891211162.73221,-6835365017.531952,6.171374999999999,97.3035
2011-08-01,PHL,Philippines,250377286516.25085,106.56746045111258,42.68060398027898,70370189860.1259,77335706853.83298,-6965516993.707077,6.089395833333333,86.33304347826088
2011-09-01,PHL,Philippines,252685937405.52667,106.83160950881667,42.590242131211866,70684533575.05154,77780202544.93376,-7095668969.882217,6.007416666666667,85.51523809523809
2011-10-01,PHL,Philippines,254994588294.8025,107.09575856652074,42.49988028214475,70998877289.97717,78224698236.03455,-7225820946.057373,5.9254375,86.32238095238095
2011-11-01,PHL,Philippines,257303239184.07834,107.35990762422483,42.409518433077636,71313221004.90282,78669193927.13533,-7355972922.232513,5.843458333333333,97.16047619047619
2011-12-01,PHL,Philippines,259611890073.3542,107.6240566819289,42.319156584010514,71627564719.82846,79113689618.23611,-7486124898.407654,5.761479166666667,98.56285714285715
2012-01-01,PHL,Philippines,261920540962.63,107.888205739633,42.2287947349434,71941908434.7541,79558185309.3369,-7616276874.582794,5.6795,100.2735
2012-02-01,PHL,Philippines,263752398264.80402,108.12040702111317,42.24691057625427,72139952339.29929,79942478007.05049,-7802525667.751205,5.6867777777777775,102.204
2012-03-01,PHL,Philippines,265584255566.978,108.35260830259332,42.26502641756515,72337996243.84447,80326770704.76408,-7988774460.919617,5.694055555555555,106.15772727272729
2012-04-01,PHL,Philippines,267416112869.152,108.5848095840735,42.283142258876026,72536040148.38965,80711063402.47768,-8175023254.088028,5.7013333333333325,103.321
2012-05-01,PHL,Philippines,269247970171.32602,108.81701086555367,42.3012581001869,72734084052.93483,81095356100.19127,-8361272047.256439,5.70861111111111,94.65454545454546
2012-06-01,PHL,Philippines,271079827473.5,109.04921214703383,42.31937394149777,72932127957.48001,81479648797.90486,-8547520840.42485,5.7158888888888875,82.30333333333333
2012-07-01,PHL,Philippines,272911684775.674,109.281413428514,42.337489782808646,73130171862.0252,81863941495.61844,-8733769633.593231,5.723166666666665,87.8952380952381
2012-08-01,PHL,Philippines,274743542077.84802,109.51361470999417,42.35560562411953,73328215766.57039,82248234193.33203,-8920018426.761642,5.7304444444444425,94.13130434782609
2012-09-01,PHL,Philippines,276575399380.02203,109.74581599147433,42.3737214654304,73526259671.11557,82632526891.04562,-9106267219.930054,5.73772222222222,94.51368421052632
2012-10-01,PHL,Philippines,278407256682.19604,109.9780172729545,42.39183730674127,73724303575.66075,83016819588.75922,-9292516013.098465,5.744999999999997,89.4913043478261
2012-11-01,PHL,Philippines,280239113984.37,110.21021855443468,42.40995314805215,73922347480.20593,83401112286.47281,-9478764806.266876,5.752277777777775,86.53142857142858
2012-12-01,PHL,Philippines,282070971286.544,110.44241983591483,42.42806898936303,74120391384.75111,83785404984.1864,-9665013599.435287,5.759555555555552,87.8595
2013-01-01,PHL,Philippines,283902828588.718,110.674621117395,42.4461848306739,74318435289.2963,84169697681.9,-9851262392.603699,5.76683333333333,94.75666666666667
2013-02-01,PHL,Philippines,285034555817.8285,111.00644423899418,42.60859895346855,74906494982.87729,84620823700.2161,-9714328717.338806,5.746756944444441,95.30894736842104
2013-03-01,PHL,Philippines,286166283046.939,111.33826736059333,42.7710130762632,75494554676.4583,85071949718.53221,-9577395042.073914,5.7266805555555536,92.9385
2013-04-01,PHL,Philippines,287298010276.0495,111.6700904821925,42.933427199057846,76082614370.03929,85523075736.84833,-9440461366.809036,5.706604166666665,92.02136363636363
2013-05-01,PHL,Philippines,288429737505.16003,112.00191360379166,43.0958413218525,76670674063.6203,85974201755.16443,-9303527691.544128,5.686527777777776,94.50954545454546
2013-06-01,PHL,Philippines,289561464734.2705,112.33373672539084,43.25825544464715,77258733757.2013,86425327773.48053,-9166594016.279236,5.6664513888888886,95.77250000000001
2013-07-01,PHL,Philippines,290693191963.381,112.66555984698999,43.4206695674418,77846793450.78229,86876453791.79665,-9029660341.014359,5.646375,104.67090909090908
2013-08-01,PHL,Philippines,291824919192.4915,112.99738296858916,43.58308369023645,78434853144.3633,87327579810.11276,-8892726665.749466,5.626298611111111,106.57272727272726
2013-09-01,PHL,Philippines,292956646421.602,113.32920609018834,43.7454978130311,79022912837.94429,87778705828.42886,-8755792990.484573,5.6062222222222236,106.2895
2013-10-01,PHL,Philippines,294088373650.7125,113.6610292117875,43.90791193582575,79610972531.5253,88229831846.74496,-8618859315.219666,5.586145833333335,100.53826086956522
2013-11-01,PHL,Philippines,295220100879.823,113.99285233338667,44.070326058620395,80199032225.1063,88680957865.06108,-8481925639.954788,5.566069444444446,93.864
2013-12-01,PHL,Philippines,296351828108.93353,114.32467545498582,44.232740181415046,80787091918.6873,89132083883.3772,-8344991964.689896,5.5459930555555585,97.6252380952381
2014-01-01,PHL,Philippines,297483555338.044,114.656498576585,44.3951543042097,81375151612.2683,89583209901.6933,-8208058289.425003,5.52591666666667,94.61714285714285
2014-02-01,PHL,Philippines,298230414996.7338,114.720915706286,44.487461440704145,81542052982.43774,90272859004.83505,-8730806022.397308,5.530277777777781,100.81736842105263
2014-03-01,PHL,Philippines,298977274655.4237,114.78533283598699,44.5797685771986,81708954352.6072,90962508107.9768,-9253553755.369614,5.5346388888888916,100.80380952380953
2014-04-01,PHL,Philippines,299724134314.1135,114.84974996568799,44.67207571369305,81875855722.77664,91652157211.11858,-9776301488.341934,5.539000000000002,102.06904761904761
2014-05-01,PHL,Philippines,300470993972.80334,114.91416709538899,44.764382850187495,82042757092.94609,92341806314.26033,-10299049221.31424,5.543361111111113,102.17714285714285
2014-06-01,PHL,Philippines,301217853631.49316,114.97858422508999,44.85668998668195,82209658463.11554,93031455417.40208,-10821796954.286545,5.547722222222224,105.7942857142857
2014-07-01,PHL,Philippines,301964713290.183,115.04300135479099,44.9489971231764,82376559833.285,93721104520.54385,-11344544687.25885,5.552083333333335,103.58863636363638
2014-08-01,PHL,Philippines,302711572948.87286,115.107418484492,45.041304259670845,82543461203.45445,94410753623.68561,-11867292420.231155,5.556444444444446,96.53619047619047
2014-09-01,PHL,Philippines,303458432607.5627,115.171835614193,45.1336113961653,82710362573.6239,95100402726.82736,-12390040153.20346,5.5608055555555564,93.21190476190476
2014-10-01,PHL,Philippines,304205292266.2525,115.236252743894,45.22591853265975,82877263943.79335,95790051829.96912,-12912787886.175766,5.565166666666667,84.39695652173914
2014-11-01,PHL,Philippines,304952151924.9424,115.300669873595,45.318225669154195,83044165313.9628,96479700933.11087,-13435535619.148071,5.569527777777778,75.78947368421052
2014-12-01,PHL,Philippines,305699011583.6322,115.365087003296,45.41053280564865,83211066684.13225,97169350036.25264,-13958283352.120392,5.573888888888889,59.29045454545455
2015-01-01,PHL,Philippines,306445871242.322,115.429504132997,45.5028399421431,83377968054.3017,97858999139.3944,-14481031085.092697,5.57825,47.219
2015-02-01,PHL,Philippines,307460965556.8561,115.55009899208832,45.66864193517367,83512086647.10962,99024735524.60327,-15512648877.493652,5.583562499999999,50.58421052631579
2015-03-01,PHL,Philippines,308476059871.3902,115.67069385117966,45.83444392820423,83646205239.91753,100190471909.81216,-16544266669.894638,5.588875,47.82363636363636
2015-04-01,PHL,Philippines,309491154185.92426,115.791288710271,46.0002459212348,83780323832.72545,101356208295.02104,-17575884462.295593,5.5941875,54.45285714285714
2015-05-01,PHL,Philippines,310506248500.4584,115.91188356936233,46.16604791426536,83914442425.53337,102521944680.22993,-18607502254.696564,5.5995,59.265
2015-06-01,PHL,Philippines,311521342814.99243,116.03247842845366,46.33184990729593,84048561018.34128,103687681065.43881,-19639120047.097534,5.6048124999999995,59.819545454545455
2015-07-01,PHL,Philippines,312536437129.5265,116.153073287545,46.4976519003265,84182679611.1492,104853417450.6477,-20670737839.498505,5.610125,50.90090909090909
2015-08-01,PHL,Philippines,313551531444.0606,116.27366814663634,46.663453893357065,84316798203.95712,106019153835.85658,-21702355631.89946,5.6154375000000005,42.86761904761905
2015-09-01,PHL,Philippines,314566625758.59467,116.39426300572767,46.829255886387635,84450916796.76503,107184890221.06546,-22733973424.30043,5.62075,45.47952380952381
2015-10-01,PHL,Philippines,315581720073.1288,116.51485786481899,46.9950578794182,84585035389.57295,108350626606.27435,-23765591216.7014,5.6260625,46.22363636363636
2015-11-01,PHL,Philippines,316596814387.66284,116.63545272391033,47.16085987244877,84719153982.38087,109516362991.48323,-24797209009.102356,5.631375,42.4435
2015-12-01,PHL,Philippines,317611908702.19696,116.75604758300167,47.32666186547933,84853272575.18878,110682099376.69212,-25828826801.50334,5.636687500000001,37.18863636363636
2016-01-01,PHL,Philippines,318627003016.731,116.876642442093,47.4924638585099,84987391167.9967,111847835761.901,-26860444593.904297,5.642,31.683157894736844
2016-02-01,PHL,Philippines,319448147498.9001,117.15453494347742,47.735068519777215,85994573799.12297,113097714486.38,-27103140687.257034,5.640770833333334,30.323
2016-03-01,PHL,Philippines,320269291981.0692,117.43242744486183,47.97767318104454,87001756430.24924,114347593210.85901,-27345836780.60977,5.639541666666667,37.54636363636364
2016-04-01,PHL,Philippines,321090436463.2383,117.71031994624624,48.22027784231185,88008939061.3755,115597471935.338,-27588532873.962494,5.6383125000000005,40.7552380952381
2016-05-01,PHL,Philippines,321911580945.40735,117.98821244763067,48.462882503579166,89016121692.50177,116847350659.817,-27831228967.31523,5.637083333333334,46.712380952380954
2016-06-01,PHL,Philippines,322732725427.5764,118.26610494901509,48.70548716484648,90023304323.62804,118097229384.296,-28073925060.66797,5.635854166666667,48.75727272727273
2016-07-01,PHL,Philippines,323553869909.7455,118.5439974503995,48.948091826113796,91030486954.7543,119347108108.775,-28316621154.02069,5.634625,44.6515
2016-08-01,PHL,Philippines,324375014391.9146,118.82188995178392,49.19069648738112,92037669585.88057,120596986833.254,-28559317247.37343,5.633395833333333,44.72434782608696
2016-09-01,PHL,Philippines,325196158874.0837,119.09978245316833,49.43330114864843,93044852217.00684,121846865557.733,-28802013340.726166,5.6321666666666665,45.18238095238095
2016-10-01,PHL,Philippines,326017303356.25275,119.37767495455276,49.67590580991575,94052034848.1331,123096744282.212,-29044709434.078903,5.6309375,49.775238095238095
2016-11-01,PHL,Philippines,326838447838.4219,119.65556745593717,49.91851047118307,95059217479.25937,124346623006.69101,-29287405527.43164,5.629708333333333,45.66095238095238
2016-12-01,PHL,Philippines,327659592320.59094,119.93345995732159,50.161115132450384,96066400110.38564,125596501731.17,-29530101620.784363,5.628479166666667,51.9704761904762
2017-01-01,PHL,Philippines,328480736802.76,120.211352458706,50.4037197937177,97073582741.5119,126846380455.649,-29772797714.1371,5.62725,52.504
2017-02-01,PHL,Philippines,330010833451.4728,120.74322223988491,50.591862307071914,97716904338.40717,128400803534.17392,-30683899195.766754,5.6681875,53.46842105263158
2017-03-01,PHL,Philippines,331540930100.1855,121.27509202106384,50.78000482042613,98360225935.30241,129955226612.69884,-31595000677.396423,5.709125,49.32782608695652
2017-04-01,PHL,Philippines,333071026748.89825,121.80696180224275,50.96814733378035,99003547532.19768,131509649691.22375,-32506102159.026077,5.7500625,51.060526315789474
2017-05-01,PHL,Philippines,334601123397.611,122.33883158342167,51.156289847134566,99646869129.09294,133064072769.74867,-33417203640.65573,5.791,48.47636363636364
2017-06-01,PHL,Philippines,336131220046.3237,122.87070136460059,51.34443236048878,100290190725.98819,134618495848.27359,-34328305122.2854,5.8319375,45.177727272727275
2017-07-01,PHL,Philippines,337661316695.0365,123.4025711457795,51.532574873843004,100933512322.88345,136172918926.7985,-35239406603.91504,5.8728750000000005,46.630526315789474
2017-08-01,PHL,Philippines,339191413343.74927,123.93444092695842,51.72071738719722,101576833919.77872,137727342005.32343,-36150508085.54471,5.9138125,48.03695652173913
2017-09-01,PHL,Philippines,340721509992.462,124.46631070813734,51.908859900551434,102220155516.67397,139281765083.84833,-37061609567.17436,5.95475,49.822
2017-10-01,PHL,Philippines,342251606641.17474,124.99818048931625,52.09700241390565,102863477113.56923,140836188162.37326,-37972711048.80403,5.9956875,51.57772727272727
2017-11-01,PHL,Philippines,343781703289.8875,125.53005027049517,52.285144927259864,103506798710.4645,142390611240.89816,-38883812530.43367,6.036625,56.63857142857143
2017-12-01,PHL,Philippines,345311799938.6002,126.0619200516741,52.47328744061409,104150120307.35974,143945034319.4231,-39794914012.063354,6.0775625,57.8815
2018-01-01,PHL,Philippines,346841896587.313,126.593789832853,52.6614299539683,104793441904.255,145499457397.948,-40706015493.69299,6.1185,63.698571428571434
2018-02-01,PHL,Philippines,349340355391.6316,126.84614034739734,52.589292678782044,104973445482.77042,146079393224.79926,-41105947742.02884,6.199944444444444,62.22947368421052
2018-03-01,PHL,Philippines,351838814195.95013,127.09849086194167,52.51715540359579,105153449061.28584,146659329051.6505,-41505879990.36467,6.2813888888888885,62.724761904761905
2018-04-01,PHL,Philippines,354337273000.26874,127.350841376486,52.44501812840953,105333452639.80125,147239264878.50174,-41905812238.700485,6.362833333333333,66.25380952380952
2018-05-01,PHL,Philippines,356835731804.58734,127.60319189103033,52.372880853223265,105513456218.31667,147819200705.353,-42305744487.03633,6.444277777777777,69.97818181818182
2018-06-01,PHL,Philippines,359334190608.9059,127.85554240557467,52.30074357803701,105693459796.83209,148399136532.20425,-42705676735.37216,6.525722222222221,67.87333333333333
2018-07-01,PHL,Philippines,361832649413.2245,128.107892920119,52.22860630285075,105873463375.3475,148979072359.05548,-43105608983.70798,6.607166666666664,70.98142857142857
2018-08-01,PHL,Philippines,364331108217.5431,128.36024343466335,52.15646902766449,106053466953.86292,149559008185.90674,-43505541232.04382,6.6886111111111095,68.05565217391305
2018-09-01,PHL,Philippines,366829567021.86163,128.61259394920768,52.084331752478235,106233470532.37834,150138944012.758,-43905473480.379654,6.770055555555553,70.2321052631579
2018-10-01,PHL,Philippines,369328025826.18024,128.864944463752,52.01219447729197,106413474110.89375,150718879839.60925,-44305405728.7155,6.851499999999997,70.74869565217391
2018-11-01,PHL,Philippines,371826484630.49884,129.11729497829634,51.94005720210571,106593477689.40916,151298815666.4605,-44705337977.051346,6.932944444444441,56.963499999999996
2018-12-01,PHL,Philippines,374324943434.8174,129.36964549284068,51.867919926919456,106773481267.92459,151878751493.31174,-45105270225.387146,7.0143888888888855,49.522777777777776
2019-01-01,PHL,Philippines,376823402239.136,129.621996007385,51.7957826517332,106953484846.44,152458687320.163,-45505202473.72299,7.09583333333333,51.37571428571429
2019-02-01,PHL,Philippines,375567380840.1744,129.88050141252793,51.614808764308165,105638324433.48544,149691920944.02292,-44053596510.537476,7.09583333333333,54.95473684210527
2019-03-01,PHL,Philippines,374311359441.2128,130.13900681767083,51.43383487688313,104323164020.53087,146925154567.8828,-42601990547.351944,7.09583333333333,58.151428571428575
2019-04-01,PHL,Philippines,373055338042.2512,130.39751222281376,51.2528609894581,103008003607.5763,144158388191.74274,-41150384584.16644,7.09583333333333,63.862380952380946
2019-05-01,PHL,Philippines,371799316643.2897,130.65601762795666,51.07188710203307,101692843194.62173,141391621815.60266,-39698778620.98093,7.09583333333333,60.82681818181818
2019-06-01,PHL,Philippines,370543295244.32806,130.91452303309958,50.890913214608034,100377682781.66718,138624855439.4626,-38247172657.79541,7.09583333333333,54.657500000000006
2019-07-01,PHL,Philippines,369287273845.36646,131.1730284382425,50.709939327182994,99062522368.7126,135858089063.3225,-36795566694.60989,7.09583333333333,57.35809523809524
2019-08-01,PHL,Philippines,368031252446.4049,131.4315338433854,50.52896543975796,97747361955.75803,133091322687.1824,-35343960731.42438,7.09583333333333,54.80590909090909
2019-09-01,PHL,Philippines,366775231047.4433,131.69003924852834,50.34799155233293,96432201542.80347,130324556311.04233,-33892354768.23886,7.09583333333333,56.947
2019-10-01,PHL,Philippines,365519209648.48175,131.94854465367123,50.167017664907895,95117041129.8489,127557789934.90225,-32440748805.053345,7.09583333333333,53.96304347826087
2019-11-01,PHL,Philippines,364263188249.52014,132.20705005881416,49.98604377748286,93801880716.89433,124791023558.76216,-30989142841.86783,7.09583333333333,57.048947368421054
2019-12-01,PHL,Philippines,363007166850.5586,132.46555546395706,49.80506989005783,92486720303.93976,122024257182.62207,-29537536878.682312,7.09583333333333,59.81666666666667
2020-01-01,PHL,Philippines,361751145451.597,132.7240608691,49.6240960026328,91171559890.9852,119257490806.482,-28085930915.496796,7.09583333333333,57.519047619047626
2020-02-01,PHL,Philippines,364445829984.6397,133.1584202913469,49.59330447981683,92031056109.04485,121710975590.68091,-29679919481.636063,7.09583333333333,50.54263157894737
2020-03-01,PHL,Philippines,367140514517.6825,133.5927797135938,49.56251295700086,92890552327.10449,124164460374.87982,-31273908047.77533,7.09583333333333,29.207727272727276
2020-04-01,PHL,Philippines,369835199050.7252,134.02713913584074,49.531721434184895,93750048545.16415,126617945159.07874,-32867896613.91458,7.09583333333333,16.547619047619047
2020-05-01,PHL,Philippines,372529883583.768,134.46149855808767,49.50092991136893,94609544763.2238,129071429943.27766,-34461885180.05386,7.09583333333333,28.5625
2020-06-01,PHL,Philippines,375224568116.8107,134.89585798033457,49.47013838855296,95469040981.28345,131524914727.47658,-36055873746.19313,7.09583333333333,38.307272727272725
2020-07-01,PHL,Philippines,377919252649.8535,135.3302174025815,49.439346865736994,96328537199.34311,133978399511.67549,-37649862312.33238,7.09583333333333,40.710454545454546
2020-08-01,PHL,Philippines,380613937182.89624,135.76457682482842,49.408555342921034,97188033417.40276,136431884295.8744,-39243850878.47165,7.09583333333333,42.33904761904762
2020-09-01,PHL,Philippines,383308621715.93896,136.19893624707532,49.377763820105066,98047529635.4624,138885369080.07333,-40837839444.61093,7.09583333333333,39.63428571428571
2020-10-01,PHL,Philippines,386003306248.98175,136.63329566932225,49.3469722972891,98907025853.52205,141338853864.27225,-42431828010.7502,7.09583333333333,39.39590909090909
2020-11-01,PHL,Philippines,388697990782.0245,137.06765509156918,49.31618077447313,99766522071.5817,143792338648.47116,-44025816576.889465,7.09583333333333,40.93736842105263
2020-12-01,PHL,Philippines,391392675315.06726,137.50201451381608,49.285389251657165,100626018289.64136,146245823432.67007,-45619805143.02872,7.09583333333333,47.025
2021-01-01,PHL,Philippines,394087359848.11,137.936373936063,49.2545977288412,101485514507.701,148699308216.869,-47213793709.167984,7.09583333333333,52.008421052631576
2021-02-01,PHL,Philippines,394942860661.1534,138.60549847114393,49.68986340453818,102593839523.19383,151148236830.50208,-48554397307.30824,7.09583333333333,59.04631578947369
2021-03-01,PHL,Philippines,395798361474.19684,139.27462300622483,50.12512908023516,103702164538.68668,153597165444.13516,-49895000905.44849,7.09583333333333,62.333043478260876
2021-04-01,PHL,Philippines,396653862287.24023,139.94374754130575,50.56039475593215,104810489554.1795,156046094057.76825,-51235604503.588745,7.09583333333333,61.71666666666666
2021-05-01,PHL,Philippines,397509363100.2836,140.61287207638668,50.99566043162913,105918814569.67233,158495022671.40134,-52576208101.729004,7.09583333333333,65.1695
2021-06-01,PHL,Philippines,398364863913.3271,141.28199661146758,51.430926107326115,107027139585.16518,160943951285.03442,-53916811699.86925,7.09583333333333,71.37818181818182
2021-07-01,PHL,Philippines,399220364726.3705,141.9511211465485,51.8661917830231,108135464600.658,163392879898.66748,-55257415298.009476,7.09583333333333,72.4852380952381
2021-08-01,PHL,Philippines,400075865539.4139,142.62024568162943,52.30145745872008,109243789616.15083,165841808512.30057,-56598018896.149734,7.09583333333333,67.73045454545455
2021-09-01,PHL,Philippines,400931366352.45734,143.28937021671032,52.73672313441706,110352114631.64368,168290737125.93365,-57938622494.28998,7.09583333333333,71.64619047619047
2021-10-01,PHL,Philippines,401786867165.50073,143.95849475179125,53.171988810114044,111460439647.1365,170739665739.56674,-59279226092.43024,7.09583333333333,81.47666666666666
2021-11-01,PHL,Philippines,402642367978.5441,144.62761928687218,53.60725448581103,112568764662.62933,173188594353.19983,-60619829690.570496,7.09583333333333,79.14750000000001
2021-12-01,PHL,Philippines,403497868791.5876,145.29674382195307,54.042520161508016,113677089678.12218,175637522966.83292,-61960433288.71074,7.09583333333333,71.71181818181819
2022-01-01,PHL,Philippines,404353369604.631,145.965868357034,54.477785837205,114785414693.615,178086451580.466,-63301036886.851,7.09583333333333,83.22200000000001
2022-02-01,PHL,Philippines,407078557741.2804,146.69302471775916,54.573833952704,114921450885.14091,178099657348.4456,-63178206463.30467,7.09583333333333,91.64105263157894
2022-03-01,PHL,Philippines,409803745877.9298,147.42018107848435,54.669882068202995,115057487076.66684,178112863116.42517,-63055376039.75833,7.09583333333333,108.50260869565217
2022-04-01,PHL,Philippines,412528934014.5792,148.1473374392095,54.765930183702,115193523268.19275,178126068884.40475,-62932545616.212006,7.09583333333333,101.7775
2022-05-01,PHL,Philippines,415254122151.22864,148.87449379993467,54.861978299201,115329559459.71867,178139274652.38434,-62809715192.665665,7.09583333333333,109.55238095238094
2022-06-01,PHL,Philippines,417979310287.87805,149.60165016065983,54.9580264147,115465595651.24458,178152480420.36392,-62686884769.11934,7.09583333333333,114.83714285714285
2022-07-01,PHL,Philippines,420704498424.52747,150.328806521385,55.054074530199,115601631842.77051,178165686188.3435,-62564054345.573,7.09583333333333,101.619
2022-08-01,PHL,Philippines,423429686561.17694,151.05596288211018,55.150122645698,115737668034.29642,178178891956.3231,-62441223922.02667,7.09583333333333,93.66521739130435
2022-09-01,PHL,Philippines,426154874697.82635,151.78311924283534,55.246170761197,115873704225.82233,178192097724.30267,-62318393498.48035,7.09583333333333,84.25809523809524
2022-10-01,PHL,Philippines,428880062834.47577,152.5102756035605,55.342218876696,116009740417.34825,178205303492.28226,-62195563074.934006,7.09583333333333,87.5547619047619
2022-11-01,PHL,Philippines,431605250971.1252,153.2374319642857,55.438266992195,116145776608.87416,178218509260.26184,-62072732651.38768,7.09583333333333,84.37047619047618
2022-12-01,PHL,Philippines,434330439107.7746,153.96458832501085,55.534315107694,116281812800.40009,178231715028.24142,-61949902227.84134,7.09583333333333,76.43714285714286
2023-01-01,PHL,Philippines,437055627244.424,154.691744685736,55.630363223193,116417848991.926,178244920796.221,-61827071804.29501,7.09583333333333,78.123
2023-02-01,PHL,Philippines,439102450789.2516,155.105880896016,55.76872087709137,116630921346.34033,178821524092.4034,-62190602746.06308,7.09583333333333,76.83263157894737
2023-03-01,PHL,Philippines,441149274334.07916,155.520017106296,55.907078530989736,116843993700.75467,179398127388.58585,-62554133687.83118,7.09583333333333,73.27782608695652
2023-04-01,PHL,Philippines,443196097878.90674,155.93415331657602,56.0454361848881,117057066055.16899,179974730684.76825,-62917664629.59926,7.09583333333333,79.44631578947369
2023-05-01,PHL,Philippines,445242921423.7343,156.348289526856,56.183793838786464,117270138409.58333,180551333980.95068,-63281195571.367355,7.09583333333333,71.57818181818182
2023-06-01,PHL,Philippines,447289744968.5619,156.762425737136,56.32215149268483,117483210763.99767,181127937277.1331,-63644726513.13542,7.09583333333333,70.24809523809525
2023-07-01,PHL,Philippines,449336568513.3895,157.17656194741602,56.4605091465832,117696283118.41199,181704540573.3155,-64008257454.9035,7.09583333333333,76.0695
2023-08-01,PHL,Philippines,451383392058.2171,157.590698157696,56.59886680048157,117909355472.82632,182281143869.49792,-64371788396.6716,7.09583333333333,81.38608695652174
2023-09-01,PHL,Philippines,453430215603.0447,158.004834367976,56.737224454379934,118122427827.24066,182857747165.68033,-64735319338.43967,7.09583333333333,89.425
2023-10-01,PHL,Philippines,455477039147.87225,158.418970578256,56.875582108278294,118335500181.655,183434350461.86276,-65098850280.20776,7.09583333333333,85.63952380952381
2023-11-01,PHL,Philippines,457523862692.6998,158.83310678853599,57.01393976217666,118548572536.06934,184010953758.04517,-65462381221.97583,7.09583333333333,77.685
2023-12-01,PHL,Philippines,459570686237.5274,159.247242998816,57.15229741607503,118761644890.48366,184587557054.2276,-65825912163.74394,7.09583333333333,71.9
2024-01-01,PHL,Philippines,461617509782.355,159.661379209096,57.2906550699734,118974717244.898,185164160350.41,-66189443105.51201,7.09583333333333,74.15238095238095
2006-01-01,THA,Thailand,221758296021.621,90.5854588383715,37.8819832215363,152293268280.069,145055658781.115,7237609498.95401,6.27380728455047,65.485
2006-02-01,THA,Thailand,225190323141.07367,90.75466801813862,37.60166633571672,154693376405.76224,146334145701.5759,8359230704.18634,6.254870707668746,61.631052631578946
